'sample interval','MLII','V1'
625,-0.100,0.095
626,-0.125,0.080
627,-0.135,0.075
628,-0.115,0.095
629,-0.090,0.120
630,-0.075,0.125
631,-0.085,0.135
632,-0.110,0.140
633,-0.100,0.140
634,-0.075,0.180
635,-0.050,0.200
636,-0.030,0.190
637,-0.015,0.175
638,-0.005,0.125
639,-0.015,0.100
640,0.005,0.100
641,0.020,0.105
642,0.065,0.095
643,0.095,0.055
644,0.095,0.040
645,0.115,0.070
646,0.145,0.085
647,0.165,0.080
648,0.160,0.085
649,0.125,0.070
650,0.095,0.070
651,0.090,0.085
652,0.100,0.095
653,0.090,0.120
654,0.085,0.115
655,0.045,0.085
656,-0.005,0.075
657,-0.060,0.060
658,-0.080,0.065
659,-0.085,0.095
660,-0.105,0.095
661,-0.120,0.065
662,-0.140,0.065
663,-0.155,0.055
664,-0.155,0.065
665,-0.160,0.085
666,-0.175,0.055
667,-0.180,0.055
668,-0.205,0.040
669,-0.225,0.050
670,-0.220,0.070
671,-0.195,0.095
672,-0.195,0.075
673,-0.195,0.060
674,-0.230,0.045
675,-0.225,0.040
676,-0.220,0.055
677,-0.210,0.075
678,-0.215,0.080
679,-0.215,0.070
680,-0.255,0.055
681,-0.235,0.070
682,-0.205,0.065
683,-0.190,0.080
684,-0.185,0.075
685,-0.175,0.090
686,-0.180,0.090
687,-0.175,0.055
688,-0.150,0.015
689,-0.060,-0.015
690,0.045,-0.025
691,0.190,-0.035
692,0.370,-0.015
693,0.615,0.085
694,0.865,0.275
695,1.080,0.495
696,1.205,0.690
697,1.185,0.810
698,0.930,0.885
699,0.530,0.870
700,0.100,0.845
701,-0.240,0.840
702,-0.440,0.850
703,-0.515,0.890
704,-0.495,0.955
705,-0.510,1.050
706,-0.515,1.140
707,-0.525,1.200
708,-0.565,1.215
709,-0.610,1.240
710,-0.650,1.270
711,-0.675,1.305
712,-0.690,1.390
713,-0.665,1.485
714,-0.685,1.520
715,-0.685,1.535
716,-0.720,1.510
717,-0.720,1.455
718,-0.730,1.335
719,-0.705,1.195
720,-0.690,1.005
721,-0.675,0.815
722,-0.660,0.630
723,-0.630,0.455
724,-0.570,0.320
725,-0.495,0.215
726,-0.435,0.130
727,-0.360,0.075
728,-0.320,0.025
729,-0.265,0.010
730,-0.240,-0.005
731,-0.220,-0.020
732,-0.210,-0.040
733,-0.210,-0.070
734,-0.220,-0.090
735,-0.195,-0.120
736,-0.165,-0.110
737,-0.145,-0.115
738,-0.160,-0.140
739,-0.160,-0.155
740,-0.175,-0.195
741,-0.170,-0.185
742,-0.170,-0.165
743,-0.125,-0.150
744,-0.125,-0.175
745,-0.110,-0.210
746,-0.125,-0.250
747,-0.135,-0.260
748,-0.120,-0.255
749,-0.105,-0.235
750,-0.105,-0.250
751,-0.105,-0.260
752,-0.120,-0.290
753,-0.105,-0.305
754,-0.090,-0.310
755,-0.060,-0.325
756,-0.045,-0.350
757,-0.050,-0.375
758,-0.065,-0.400
759,-0.075,-0.405
760,-0.060,-0.400
761,-0.045,-0.400
762,-0.025,-0.435
763,-0.025,-0.485
764,-0.020,-0.520
765,-0.005,-0.540
766,0.010,-0.545
767,0.030,-0.535
768,0.040,-0.555
769,0.045,-0.580
770,0.035,-0.600
771,0.035,-0.615
772,0.075,-0.615
773,0.110,-0.630
774,0.130,-0.635
775,0.115,-0.650
776,0.120,-0.670
777,0.115,-0.635
778,0.145,-0.605
779,0.155,-0.580
780,0.160,-0.560
781,0.170,-0.565
782,0.145,-0.575
783,0.140,-0.550
784,0.140,-0.515
785,0.145,-0.485
786,0.135,-0.445
787,0.105,-0.425
788,0.065,-0.400
789,0.050,-0.365
790,0.050,-0.320
791,0.035,-0.290
792,0.020,-0.270
793,-0.010,-0.275
794,-0.045,-0.245
795,-0.070,-0.210
796,-0.085,-0.165
797,-0.095,-0.110
798,-0.110,-0.095
799,-0.140,-0.100
800,-0.170,-0.100
801,-0.180,-0.085
802,-0.195,-0.050
803,-0.190,-0.030
804,-0.225,-0.005
805,-0.250,0.000
806,-0.285,0.000
807,-0.300,0.005
808,-0.310,0.025
809,-0.300,0.020
810,-0.310,0.010
811,-0.325,0.000
812,-0.360,-0.005
813,-0.370,0.015
814,-0.360,0.055
815,-0.345,0.060
816,-0.330,0.035
817,-0.340,0.015
818,-0.370,-0.005
819,-0.375,-0.005
820,-0.370,0.010
821,-0.370,0.025
822,-0.365,0.035
823,-0.365,0.035
824,-0.380,0.035
825,-0.370,0.015
826,-0.340,0.010
827,-0.340,0.030
828,-0.335,0.010
829,-0.360,0.010
830,-0.375,0.025
831,-0.385,0.020
832,-0.365,0.045
833,-0.340,0.045
834,-0.345,0.025
835,-0.360,-0.005
836,-0.370,-0.010
837,-0.375,-0.010
838,-0.375,0.015
839,-0.365,0.025
840,-0.360,0.025
841,-0.370,0.010
842,-0.375,0.010
843,-0.355,0.015
844,-0.355,0.015
845,-0.340,0.010
846,-0.345,0.010
847,-0.365,-0.010
848,-0.385,0.005
849,-0.390,0.020
850,-0.380,0.030
851,-0.360,0.040
852,-0.345,0.010
853,-0.360,0.000
854,-0.385,-0.015
855,-0.395,0.000
856,-0.400,0.030
857,-0.390,0.045
858,-0.370,0.070
859,-0.385,0.065
860,-0.385,0.045
861,-0.360,0.045
862,-0.350,0.055
863,-0.320,0.080
864,-0.320,0.080
865,-0.320,0.085
866,-0.330,0.065
867,-0.315,0.060
868,-0.290,0.055
869,-0.255,0.040
870,-0.225,-0.005
871,-0.205,-0.035
872,-0.200,-0.040
873,-0.185,-0.015
874,-0.160,0.010
875,-0.150,0.015
876,-0.155,0.025
877,-0.150,0.010
878,-0.170,0.000
879,-0.180,0.015
880,-0.170,0.035
881,-0.195,0.020
882,-0.205,0.030
883,-0.245,0.025
884,-0.290,0.015
885,-0.325,0.020
886,-0.355,0.010
887,-0.360,0.015
888,-0.390,-0.005
889,-0.405,-0.020
890,-0.425,-0.030
891,-0.455,-0.010
892,-0.450,0.010
893,-0.465,0.025
894,-0.465,0.015
895,-0.470,0.005
896,-0.485,-0.025
897,-0.505,-0.025
898,-0.505,-0.025
899,-0.500,0.015
900,-0.495,0.010
901,-0.510,0.005
902,-0.520,-0.005
903,-0.525,-0.010
904,-0.510,-0.005
905,-0.490,0.000
906,-0.470,0.000
907,-0.485,-0.025
908,-0.505,-0.030
909,-0.520,-0.005
910,-0.485,0.035
911,-0.470,0.045
912,-0.470,0.050
913,-0.465,0.035
914,-0.465,0.025
915,-0.455,-0.005
916,-0.415,-0.060
917,-0.340,-0.095
918,-0.250,-0.115
919,-0.110,-0.095
920,0.080,-0.060
921,0.330,0.040
922,0.605,0.185
923,0.835,0.350
924,0.970,0.470
925,0.955,0.600
926,0.785,0.705
927,0.445,0.735
928,0.030,0.725
929,-0.345,0.715
930,-0.620,0.705
931,-0.745,0.735
932,-0.750,0.775
933,-0.715,0.850
934,-0.710,0.910
935,-0.740,0.985
936,-0.765,1.045
937,-0.820,1.095
938,-0.860,1.130
939,-0.880,1.170
940,-0.880,1.220
941,-0.865,1.295
942,-0.860,1.345
943,-0.860,1.390
944,-0.880,1.400
945,-0.915,1.360
946,-0.925,1.300
947,-0.930,1.190
948,-0.905,1.020
949,-0.885,0.840
950,-0.840,0.650
951,-0.800,0.490
952,-0.740,0.350
953,-0.695,0.260
954,-0.645,0.170
955,-0.620,0.085
956,-0.575,0.050
957,-0.500,0.035
958,-0.430,0.000
959,-0.365,-0.005
960,-0.335,-0.040
961,-0.320,-0.090
962,-0.325,-0.115
963,-0.325,-0.115
964,-0.315,-0.110
965,-0.300,-0.100
966,-0.270,-0.120
967,-0.260,-0.160
968,-0.260,-0.180
969,-0.245,-0.175
970,-0.230,-0.185
971,-0.225,-0.180
972,-0.215,-0.180
973,-0.210,-0.195
974,-0.225,-0.215
975,-0.215,-0.220
976,-0.185,-0.205
977,-0.165,-0.225
978,-0.150,-0.250
979,-0.160,-0.285
980,-0.160,-0.305
981,-0.175,-0.315
982,-0.155,-0.285
983,-0.120,-0.290
984,-0.115,-0.295
985,-0.100,-0.345
986,-0.105,-0.385
987,-0.090,-0.400
988,-0.075,-0.415
989,-0.050,-0.420
990,-0.040,-0.435
991,-0.030,-0.460
992,-0.050,-0.470
993,-0.030,-0.480
994,-0.010,-0.495
995,0.025,-0.515
996,0.045,-0.535
997,0.040,-0.560
998,0.035,-0.575
999,0.045,-0.585
1000,0.055,-0.565
1001,0.090,-0.585
1002,0.100,-0.605
1003,0.110,-0.620
1004,0.135,-0.620
1005,0.155,-0.610
1006,0.170,-0.585
1007,0.185,-0.590
1008,0.185,-0.595
1009,0.165,-0.575
1010,0.150,-0.520
1011,0.165,-0.485
1012,0.165,-0.455
1013,0.180,-0.450
1014,0.175,-0.450
1015,0.140,-0.430
1016,0.125,-0.405
1017,0.100,-0.365
1018,0.100,-0.325
1019,0.070,-0.295
1020,0.060,-0.270
1021,0.015,-0.250
1022,-0.015,-0.225
1023,-0.010,-0.185
1024,-0.005,-0.155
1025,-0.020,-0.150
1026,-0.035,-0.150
1027,-0.080,-0.145
1028,-0.105,-0.095
1029,-0.100,-0.070
1030,-0.120,-0.030
1031,-0.145,0.000
1032,-0.170,0.005
1033,-0.185,-0.005
1034,-0.200,0.015
1035,-0.205,0.030
1036,-0.200,0.045
1037,-0.215,0.050
1038,-0.240,0.050
1039,-0.270,0.040
1040,-0.280,0.075
1041,-0.270,0.090
1042,-0.270,0.095
1043,-0.260,0.075
1044,-0.260,0.050
1045,-0.275,0.025
1046,-0.285,0.050
1047,-0.280,0.080
1048,-0.285,0.085
1049,-0.270,0.100
1050,-0.285,0.080
1051,-0.285,0.070
1052,-0.285,0.065
1053,-0.270,0.070
1054,-0.260,0.080
1055,-0.255,0.070
1056,-0.265,0.065
1057,-0.275,0.060
1058,-0.285,0.065
1059,-0.285,0.090
1060,-0.260,0.110
1061,-0.255,0.085
1062,-0.245,0.060
1063,-0.260,0.045
1064,-0.265,0.050
1065,-0.255,0.060
1066,-0.245,0.070
1067,-0.255,0.070
1068,-0.255,0.080
1069,-0.265,0.075
1070,-0.255,0.075
1071,-0.245,0.095
1072,-0.225,0.065
1073,-0.230,0.050
1074,-0.230,0.045
1075,-0.250,0.045
1076,-0.265,0.060
1077,-0.250,0.090
1078,-0.245,0.095
1079,-0.235,0.100
1080,-0.260,0.080
1081,-0.255,0.055
1082,-0.260,0.040
1083,-0.245,0.055
1084,-0.225,0.070
1085,-0.230,0.060
1086,-0.235,0.060
1087,-0.260,0.065
1088,-0.270,0.070
1089,-0.255,0.085
1090,-0.240,0.090
1091,-0.220,0.075
1092,-0.220,0.060
1093,-0.240,0.050
1094,-0.230,0.045
1095,-0.245,0.075
1096,-0.230,0.105
1097,-0.210,0.125
1098,-0.235,0.130
1099,-0.245,0.125
1100,-0.225,0.115
1101,-0.180,0.120
1102,-0.155,0.130
1103,-0.145,0.120
1104,-0.140,0.115
1105,-0.145,0.115
1106,-0.145,0.105
1107,-0.120,0.105
1108,-0.105,0.100
1109,-0.070,0.090
1110,-0.060,0.055
1111,-0.035,0.015
1112,-0.025,0.010
1113,0.000,0.035
1114,0.025,0.060
1115,0.010,0.075
1116,0.015,0.065
1117,-0.010,0.060
1118,-0.005,0.070
1119,0.015,0.075
1120,0.025,0.085
1121,0.015,0.060
1122,0.000,0.045
1123,-0.045,0.050
1124,-0.090,0.050
1125,-0.125,0.075
1126,-0.140,0.080
1127,-0.160,0.085
1128,-0.185,0.045
1129,-0.220,0.040
1130,-0.230,0.030
1131,-0.230,0.030
1132,-0.235,0.045
1133,-0.240,0.030
1134,-0.270,0.035
1135,-0.285,0.035
1136,-0.305,0.055
1137,-0.305,0.060
1138,-0.300,0.085
1139,-0.295,0.065
1140,-0.310,0.030
1141,-0.305,0.025
1142,-0.310,0.025
1143,-0.295,0.055
1144,-0.295,0.055
1145,-0.300,0.070
1146,-0.320,0.060
1147,-0.325,0.055
1148,-0.325,0.060
1149,-0.305,0.075
1150,-0.285,0.070
1151,-0.260,0.070
1152,-0.280,0.060
1153,-0.295,0.045
1154,-0.305,0.075
1155,-0.290,0.105
1156,-0.250,0.140
1157,-0.260,0.150
1158,-0.245,0.100
1159,-0.215,0.040
1160,-0.170,-0.005
1161,-0.055,-0.030
1162,0.075,-0.055
1163,0.235,-0.025
1164,0.430,-0.005
1165,0.640,0.065
1166,0.880,0.220
1167,1.090,0.410
1168,1.250,0.590
1169,1.300,0.725
1170,1.205,0.815
1171,0.960,0.865
1172,0.600,0.860
1173,0.215,0.875
1174,-0.135,0.885
1175,-0.400,0.890
1176,-0.575,0.905
1177,-0.630,0.930
1178,-0.630,0.985
1179,-0.590,1.070
1180,-0.570,1.140
1181,-0.595,1.175
1182,-0.640,1.190
1183,-0.695,1.245
1184,-0.730,1.290
1185,-0.755,1.355
1186,-0.755,1.420
1187,-0.730,1.475
1188,-0.730,1.495
1189,-0.730,1.500
1190,-0.735,1.495
1191,-0.740,1.480
1192,-0.750,1.425
1193,-0.755,1.310
1194,-0.780,1.165
1195,-0.765,1.015
1196,-0.745,0.845
1197,-0.690,0.710
1198,-0.630,0.560
1199,-0.570,0.410
1200,-0.540,0.280
1201,-0.505,0.155
1202,-0.445,0.095
1203,-0.385,0.075
1204,-0.315,0.050
1205,-0.265,0.030
1206,-0.235,-0.015
1207,-0.230,-0.045
1208,-0.215,-0.045
1209,-0.185,-0.070
1210,-0.155,-0.080
1211,-0.140,-0.105
1212,-0.125,-0.135
1213,-0.130,-0.155
1214,-0.140,-0.160
1215,-0.120,-0.130
1216,-0.105,-0.130
1217,-0.105,-0.140
1218,-0.095,-0.160
1219,-0.105,-0.180
1220,-0.100,-0.195
1221,-0.090,-0.185
1222,-0.070,-0.185
1223,-0.050,-0.190
1224,-0.070,-0.230
1225,-0.065,-0.240
1226,-0.060,-0.220
1227,-0.045,-0.215
1228,-0.025,-0.215
1229,-0.005,-0.245
1230,-0.015,-0.285
1231,-0.015,-0.315
1232,-0.020,-0.340
1233,-0.005,-0.325
1234,0.010,-0.315
1235,0.035,-0.325
