'sample interval','MLII','V1'
391,-0.080,0.115
392,-0.090,0.115
393,-0.095,0.110
394,-0.080,0.125
395,-0.065,0.155
396,-0.050,0.135
397,-0.065,0.115
398,-0.065,0.100
399,-0.070,0.110
400,-0.065,0.120
401,-0.045,0.125
402,-0.040,0.115
403,-0.050,0.105
404,-0.055,0.100
405,-0.070,0.090
406,-0.055,0.100
407,-0.025,0.120
408,-0.015,0.125
409,-0.015,0.100
410,-0.030,0.085
411,-0.025,0.115
412,-0.030,0.100
413,0.010,0.120
414,0.020,0.105
415,0.025,0.090
416,0.000,0.090
417,0.005,0.080
418,0.030,0.075
419,0.055,0.080
420,0.055,0.065
421,0.065,0.035
422,0.060,0.020
423,0.070,0.025
424,0.090,0.030
425,0.120,0.030
426,0.130,0.020
427,0.130,-0.005
428,0.130,-0.005
429,0.150,0.000
430,0.160,0.000
431,0.175,0.010
432,0.200,-0.015
433,0.205,-0.010
434,0.200,-0.030
435,0.215,-0.035
436,0.230,-0.040
437,0.260,-0.025
438,0.290,-0.030
439,0.275,-0.055
440,0.285,-0.055
441,0.285,-0.050
442,0.310,-0.035
443,0.335,-0.015
444,0.320,-0.010
445,0.335,-0.010
446,0.310,-0.020
447,0.310,0.000
448,0.315,0.020
449,0.305,0.045
450,0.295,0.035
451,0.265,0.035
452,0.235,0.035
453,0.200,0.050
454,0.210,0.070
455,0.205,0.075
456,0.185,0.080
457,0.155,0.075
458,0.120,0.065
459,0.090,0.080
460,0.100,0.095
461,0.080,0.110
462,0.075,0.110
463,0.055,0.090
464,0.020,0.090
465,0.015,0.105
466,0.010,0.115
467,0.015,0.135
468,0.010,0.120
469,-0.010,0.125
470,-0.030,0.130
471,-0.040,0.140
472,-0.050,0.155
473,-0.035,0.155
474,-0.035,0.130
475,-0.045,0.100
476,-0.075,0.075
477,-0.060,0.070
478,-0.055,0.070
479,-0.045,0.080
480,-0.040,0.085
481,-0.045,0.085
482,-0.055,0.075
483,-0.060,0.080
484,-0.070,0.100
485,-0.040,0.115
486,-0.045,0.095
487,-0.050,0.095
488,-0.065,0.080
489,-0.075,0.085
490,-0.065,0.110
491,-0.040,0.125
492,-0.035,0.120
493,-0.050,0.110
494,-0.055,0.110
495,-0.060,0.115
496,-0.045,0.125
497,-0.050,0.130
498,-0.025,0.125
499,-0.040,0.105
500,-0.055,0.110
501,-0.060,0.120
502,-0.050,0.140
503,-0.025,0.145
504,-0.025,0.145
505,-0.025,0.140
506,-0.040,0.130
507,-0.050,0.135
508,-0.040,0.150
509,-0.030,0.155
510,-0.020,0.130
511,-0.035,0.120
512,-0.045,0.115
513,-0.045,0.115
514,-0.045,0.125
515,-0.025,0.140
516,-0.020,0.150
517,-0.025,0.130
518,-0.040,0.130
519,-0.040,0.120
520,-0.035,0.130
521,-0.025,0.135
522,-0.020,0.130
523,-0.030,0.120
524,-0.040,0.105
525,-0.035,0.115
526,-0.035,0.130
527,-0.030,0.140
528,-0.025,0.130
529,-0.040,0.115
530,-0.060,0.115
531,-0.070,0.120
532,-0.045,0.130
533,-0.040,0.140
534,-0.030,0.135
535,-0.040,0.125
536,-0.055,0.110
537,-0.055,0.110
538,-0.050,0.125
539,-0.030,0.135
540,-0.035,0.125
541,-0.040,0.110
542,-0.055,0.120
543,-0.055,0.120
544,-0.055,0.145
545,-0.030,0.155
546,-0.040,0.150
547,-0.050,0.135
548,-0.055,0.125
549,-0.055,0.120
550,-0.050,0.125
551,-0.040,0.140
552,-0.055,0.130
553,-0.050,0.120
554,-0.060,0.115
555,-0.060,0.110
556,-0.065,0.120
557,-0.050,0.140
558,-0.050,0.125
559,-0.050,0.110
560,-0.070,0.095
561,-0.075,0.115
562,-0.060,0.120
563,-0.045,0.120
564,-0.050,0.105
565,-0.070,0.100
566,-0.075,0.090
567,-0.065,0.110
568,-0.050,0.120
569,-0.045,0.145
570,-0.030,0.135
571,-0.050,0.120
572,-0.060,0.120
573,-0.060,0.110
574,-0.060,0.125
575,-0.035,0.135
576,-0.035,0.140
577,-0.045,0.120
578,-0.070,0.105
579,-0.065,0.115
580,-0.050,0.130
581,-0.040,0.155
582,-0.040,0.140
583,-0.040,0.120
584,-0.060,0.115
585,-0.055,0.125
586,-0.060,0.140
587,-0.040,0.145
588,-0.040,0.150
589,-0.040,0.130
590,-0.055,0.120
591,-0.065,0.130
592,-0.055,0.135
593,-0.035,0.145
594,-0.035,0.135
595,-0.045,0.125
596,-0.055,0.135
597,-0.050,0.130
598,-0.045,0.135
599,-0.035,0.140
600,-0.030,0.125
601,-0.040,0.095
602,-0.050,0.105
603,-0.050,0.105
604,-0.045,0.115
605,-0.025,0.130
606,-0.030,0.125
607,-0.030,0.120
608,-0.045,0.115
609,-0.055,0.115
610,-0.055,0.125
611,-0.020,0.140
612,-0.025,0.120
613,-0.030,0.120
614,-0.050,0.100
615,-0.065,0.105
616,-0.035,0.125
617,-0.020,0.130
618,-0.030,0.130
619,-0.030,0.105
620,-0.035,0.100
621,-0.040,0.115
622,-0.035,0.130
623,-0.030,0.140
624,-0.030,0.140
625,-0.055,0.125
626,-0.055,0.115
627,-0.065,0.120
628,-0.040,0.135
629,-0.015,0.155
630,-0.030,0.155
631,-0.030,0.130
632,-0.035,0.130
633,-0.045,0.115
634,-0.035,0.135
635,-0.025,0.145
636,-0.010,0.125
637,-0.025,0.095
638,-0.040,0.095
639,-0.035,0.100
640,-0.025,0.110
641,-0.015,0.125
642,-0.025,0.130
643,-0.020,0.105
644,-0.030,0.100
645,-0.035,0.095
646,-0.025,0.110
647,-0.015,0.115
648,0.005,0.125
649,-0.015,0.120
650,-0.030,0.110
651,-0.030,0.120
652,-0.020,0.130
653,-0.010,0.140
654,0.000,0.135
655,-0.010,0.115
656,-0.020,0.115
657,-0.025,0.110
658,-0.010,0.130
659,0.000,0.130
660,0.005,0.130
661,-0.005,0.120
662,-0.025,0.100
663,-0.030,0.110
664,-0.010,0.125
665,0.005,0.150
666,-0.015,0.135
667,-0.010,0.115
668,-0.025,0.100
669,-0.020,0.105
670,-0.015,0.110
671,-0.015,0.110
672,0.005,0.110
673,0.005,0.095
674,-0.005,0.100
675,-0.005,0.100
676,0.015,0.115
677,0.005,0.130
678,0.030,0.135
679,0.000,0.135
680,0.000,0.135
681,-0.005,0.145
682,-0.005,0.160
683,0.010,0.170
684,0.015,0.170
685,0.000,0.150
686,0.010,0.145
687,0.025,0.155
688,0.040,0.155
689,0.075,0.150
690,0.070,0.135
691,0.070,0.120
692,0.070,0.105
693,0.070,0.125
694,0.065,0.135
695,0.085,0.145
696,0.080,0.130
697,0.075,0.120
698,0.045,0.105
699,0.020,0.095
700,0.030,0.110
701,0.035,0.130
702,0.035,0.120
703,0.035,0.115
704,0.000,0.105
705,-0.005,0.120
706,0.000,0.110
707,0.020,0.120
708,0.030,0.115
709,0.020,0.100
710,0.010,0.095
711,0.005,0.090
712,0.015,0.125
713,0.030,0.130
714,0.040,0.125
715,0.035,0.115
716,-0.005,0.110
717,0.015,0.105
718,0.040,0.115
719,0.050,0.135
720,0.055,0.125
721,0.050,0.115
722,0.045,0.100
723,0.040,0.125
724,0.050,0.150
725,0.090,0.190
726,0.105,0.195
727,0.110,0.165
728,0.135,0.110
729,0.155,0.035
730,0.210,-0.065
731,0.245,-0.160
732,0.305,-0.285
733,0.405,-0.440
734,0.500,-0.610
735,0.630,-0.765
736,0.770,-0.885
737,0.925,-0.920
738,1.050,-0.915
739,1.160,-0.865
740,1.270,-0.800
741,1.375,-0.665
742,1.465,-0.480
743,1.465,-0.290
744,1.370,-0.150
745,1.200,-0.045
746,0.985,0.020
747,0.780,0.050
748,0.615,0.045
749,0.475,0.040
750,0.345,0.035
751,0.240,0.040
752,0.165,0.060
753,0.155,0.090
754,0.150,0.115
755,0.160,0.125
756,0.150,0.125
757,0.110,0.125
758,0.070,0.140
759,0.055,0.135
760,0.040,0.160
761,0.045,0.170
762,0.040,0.160
763,0.020,0.145
764,0.000,0.140
765,0.010,0.140
766,-0.010,0.160
767,0.000,0.170
768,0.005,0.160
769,-0.010,0.140
770,-0.005,0.135
771,-0.020,0.155
772,-0.010,0.155
773,0.005,0.170
774,-0.010,0.170
775,-0.010,0.160
776,-0.015,0.150
777,-0.020,0.160
778,-0.030,0.170
779,0.010,0.175
780,0.015,0.165
781,0.000,0.150
782,-0.005,0.145
783,-0.020,0.155
784,0.000,0.165
785,0.010,0.180
786,0.020,0.180
787,0.005,0.165
788,-0.015,0.155
789,-0.010,0.145
790,0.010,0.160
791,0.030,0.175
792,0.025,0.170
793,0.030,0.165
794,0.010,0.135
795,0.015,0.145
796,0.015,0.160
797,0.030,0.165
798,0.050,0.155
799,0.045,0.150
800,0.035,0.135
801,0.045,0.145
802,0.055,0.150
803,0.080,0.160
804,0.070,0.160
805,0.060,0.135
806,0.060,0.125
807,0.055,0.135
808,0.095,0.140
809,0.110,0.145
810,0.125,0.130
811,0.100,0.110
812,0.105,0.090
813,0.115,0.095
814,0.130,0.110
815,0.145,0.115
816,0.170,0.110
817,0.160,0.090
818,0.175,0.080
819,0.175,0.080
820,0.195,0.080
821,0.220,0.085
822,0.230,0.075
823,0.230,0.045
824,0.230,0.040
825,0.230,0.045
826,0.255,0.050
827,0.275,0.055
828,0.290,0.035
829,0.295,0.030
830,0.285,0.005
831,0.280,0.015
832,0.310,0.025
833,0.330,0.025
834,0.340,0.025
835,0.335,0.005
836,0.350,0.000
837,0.355,-0.005
838,0.355,0.015
839,0.375,0.045
840,0.375,0.040
841,0.360,0.030
842,0.340,0.020
843,0.330,0.050
844,0.335,0.060
845,0.335,0.085
846,0.325,0.090
847,0.310,0.085
848,0.270,0.080
849,0.240,0.095
850,0.235,0.115
851,0.230,0.120
852,0.195,0.115
853,0.180,0.110
854,0.145,0.110
855,0.110,0.110
856,0.115,0.130
857,0.110,0.145
858,0.110,0.130
859,0.075,0.110
860,0.050,0.095
861,0.020,0.120
862,0.020,0.140
863,0.025,0.155
864,0.010,0.160
865,0.000,0.140
866,-0.020,0.115
867,-0.025,0.125
868,-0.005,0.140
869,-0.005,0.145
870,-0.005,0.140
871,-0.010,0.135
872,-0.035,0.110
873,-0.025,0.130
874,-0.015,0.140
875,-0.015,0.145
876,-0.005,0.140
877,-0.010,0.120
878,-0.035,0.110
879,-0.035,0.130
880,-0.020,0.145
881,-0.015,0.140
882,-0.010,0.130
883,-0.020,0.140
884,-0.040,0.115
885,-0.045,0.130
886,-0.045,0.150
887,-0.025,0.155
888,-0.015,0.165
889,-0.030,0.155
890,-0.045,0.135
891,-0.055,0.130
892,-0.035,0.140
893,-0.025,0.160
894,-0.030,0.155
895,-0.030,0.145
896,-0.045,0.140
897,-0.060,0.150
898,-0.045,0.175
899,-0.020,0.180
900,-0.040,0.170
901,-0.030,0.150
902,-0.040,0.145
903,-0.050,0.155
904,-0.035,0.160
905,-0.015,0.180
906,-0.015,0.165
907,-0.030,0.155
908,-0.040,0.150
909,-0.045,0.145
910,-0.040,0.160
911,-0.030,0.160
912,-0.015,0.155
913,-0.040,0.145
914,-0.035,0.135
915,-0.040,0.145
916,-0.035,0.155
917,-0.030,0.165
918,-0.030,0.150
919,-0.040,0.140
920,-0.050,0.135
921,-0.055,0.140
922,-0.045,0.145
923,-0.025,0.150
924,-0.030,0.145
925,-0.035,0.130
926,-0.050,0.130
927,-0.055,0.130
928,-0.065,0.155
929,-0.040,0.160
930,-0.035,0.150
931,-0.050,0.120
932,-0.060,0.125
933,-0.060,0.135
934,-0.055,0.145
935,-0.040,0.145
936,-0.035,0.145
937,-0.060,0.130
938,-0.050,0.125
939,-0.055,0.135
940,-0.065,0.155
941,-0.030,0.160
942,-0.040,0.155
943,-0.050,0.140
944,-0.065,0.140
945,-0.055,0.130
946,-0.040,0.145
947,-0.020,0.150
948,-0.030,0.145
949,-0.040,0.135
950,-0.050,0.130
951,-0.060,0.140
952,-0.075,0.145
953,-0.050,0.155
954,-0.040,0.145
955,-0.035,0.135
956,-0.050,0.140
957,-0.065,0.140
958,-0.040,0.150
959,-0.045,0.150
960,-0.020,0.150
961,-0.030,0.130
962,-0.050,0.125
963,-0.050,0.125
964,-0.050,0.135
965,-0.025,0.135
966,-0.025,0.145
967,-0.025,0.125
968,-0.045,0.120
969,-0.045,0.125
970,-0.040,0.135
971,-0.025,0.155
972,-0.025,0.130
973,-0.035,0.130
974,-0.050,0.120
975,-0.055,0.115
976,-0.040,0.135
977,-0.025,0.140
978,-0.015,0.140
979,-0.015,0.135
980,-0.040,0.125
981,-0.045,0.125
982,-0.040,0.145
983,-0.025,0.155
984,-0.015,0.145
985,-0.030,0.130
986,-0.060,0.120
987,-0.065,0.135
988,-0.040,0.140
989,-0.020,0.155
990,-0.015,0.155
991,-0.020,0.140
992,-0.035,0.125
993,-0.040,0.125
994,-0.030,0.140
995,-0.025,0.140
996,-0.015,0.140
997,-0.020,0.130
998,-0.035,0.120
999,-0.035,0.140
1000,-0.005,0.140
1001,-0.005,0.135
1002,-0.025,0.120
1003,-0.040,0.105
1004,-0.040,0.135
1005,-0.025,0.135
1006,-0.015,0.140
1007,-0.015,0.130
1008,-0.015,0.120
1009,-0.035,0.105
1010,-0.030,0.110
1011,-0.030,0.115
1012,-0.015,0.130
1013,-0.010,0.130
1014,-0.005,0.115
1015,-0.025,0.100
1016,-0.030,0.115
1017,-0.030,0.135
1018,-0.020,0.140
1019,-0.020,0.130
1020,-0.030,0.115
1021,-0.035,0.110
1022,-0.035,0.115
1023,-0.040,0.125
1024,-0.025,0.135
1025,-0.020,0.120
1026,-0.020,0.120
1027,-0.035,0.115
1028,-0.025,0.125
1029,-0.025,0.135
1030,-0.005,0.150
1031,-0.010,0.145
1032,-0.015,0.130
1033,-0.025,0.115
1034,-0.025,0.110
1035,-0.015,0.125
1036,-0.005,0.130
1037,-0.005,0.115
1038,-0.005,0.090
1039,-0.015,0.090
1040,-0.030,0.095
1041,-0.010,0.100
1042,-0.010,0.130
1043,-0.010,0.110
1044,-0.020,0.100
1045,-0.020,0.095
1046,-0.020,0.095
1047,-0.010,0.110
1048,0.015,0.120
1049,0.020,0.135
1050,0.000,0.100
1051,-0.010,0.105
1052,-0.015,0.110
1053,0.000,0.120
1054,0.010,0.125
1055,0.005,0.125
1056,0.005,0.110
1057,-0.015,0.100
1058,-0.015,0.110
1059,0.000,0.110
1060,0.010,0.145
1061,0.015,0.135
1062,0.000,0.110
1063,-0.005,0.105
1064,-0.005,0.120
1065,0.000,0.130
1066,0.005,0.120
1067,0.010,0.130
1068,-0.010,0.110
1069,-0.015,0.095
1070,-0.020,0.110
1071,0.005,0.120
1072,0.005,0.135
1073,0.015,0.125
1074,0.025,0.105
1075,0.010,0.095
1076,-0.020,0.100
1077,0.015,0.120
1078,0.030,0.115
1079,0.030,0.115
1080,0.005,0.100
1081,0.005,0.085
1082,0.005,0.090
1083,0.005,0.100
1084,0.025,0.125
1085,0.020,0.130
1086,0.020,0.125
1087,0.000,0.130
1088,0.010,0.145
1089,-0.005,0.165
1090,0.020,0.165
1091,0.015,0.160
1092,-0.010,0.160
1093,-0.010,0.155
1094,-0.010,0.155
1095,0.025,0.165
1096,0.035,0.185
1097,0.065,0.155
1098,0.060,0.130
1099,0.055,0.120
1100,0.060,0.125
1101,0.065,0.130
1102,0.080,0.135
1103,0.080,0.130
1104,0.065,0.125
1105,0.060,0.110
1106,0.050,0.110
1107,0.050,0.130
1108,0.050,0.125
1109,0.040,0.120
1110,0.030,0.115
1111,0.025,0.105
1112,0.005,0.110
1113,0.015,0.115
1114,0.025,0.130
1115,0.015,0.115
1116,0.005,0.110
1117,0.000,0.100
1118,-0.020,0.105
1119,0.005,0.125
1120,0.020,0.130
1121,0.015,0.120
1122,0.015,0.105
1123,0.005,0.090
1124,-0.005,0.095
1125,0.010,0.110
1126,0.010,0.115
1127,0.030,0.115
1128,0.030,0.095
1129,0.010,0.095
1130,0.005,0.095
1131,0.010,0.110
1132,0.025,0.125
1133,0.055,0.110
1134,0.025,0.135
1135,0.020,0.130
1136,0.035,0.165
1137,0.050,0.170
1138,0.065,0.190
1139,0.100,0.160
1140,0.115,0.100
1141,0.140,-0.005
1142,0.145,-0.085
1143,0.195,-0.180
1144,0.265,-0.275
1145,0.360,-0.405
1146,0.455,-0.560
1147,0.540,-0.715
1148,0.660,-0.865
1149,0.795,-0.955
1150,0.935,-0.975
1151,1.050,-0.940
1152,1.145,-0.890
1153,1.235,-0.830
1154,1.345,-0.710
1155,1.410,-0.530
1156,1.410,-0.355
1157,1.335,-0.215
1158,1.180,-0.085
1159,0.990,-0.020
1160,0.790,0.045
1161,0.625,0.050
1162,0.475,0.050
1163,0.335,0.010
1164,0.220,0.005
1165,0.140,0.020
1166,0.115,0.060
1167,0.120,0.085
1168,0.120,0.110
1169,0.120,0.110
1170,0.100,0.110
1171,0.075,0.105
1172,0.065,0.125
1173,0.045,0.135
1174,0.045,0.160
1175,0.030,0.140
1176,0.015,0.130
1177,-0.010,0.130
1178,-0.005,0.150
1179,-0.005,0.155
1180,0.005,0.175
1181,-0.005,0.165
1182,-0.015,0.155
1183,-0.025,0.150
1184,-0.035,0.135
1185,-0.035,0.145
1186,-0.015,0.165
1187,-0.010,0.160
1188,-0.020,0.150
1189,-0.030,0.135
1190,-0.035,0.140
1191,-0.025,0.170
1192,-0.010,0.170
1193,-0.015,0.165
1194,-0.015,0.155
1195,-0.030,0.135
1196,-0.045,0.135
1197,-0.045,0.150
1198,-0.015,0.155
1199,-0.020,0.155
1200,-0.030,0.135
1201,-0.035,0.130
1202,-0.030,0.140
1203,-0.040,0.145
1204,-0.005,0.165
1205,-0.010,0.150
1206,-0.035,0.140
1207,-0.015,0.120
1208,-0.030,0.140
1209,-0.025,0.140
1210,-0.010,0.145
1211,0.000,0.130
1212,-0.010,0.130
1213,-0.010,0.105
1214,0.005,0.115
1215,0.005,0.120
1216,0.005,0.125
1217,0.025,0.120
1218,0.015,0.115
1219,0.005,0.095
1220,0.000,0.115
1221,0.010,0.115
1222,0.020,0.130
1223,0.045,0.125
1224,0.040,0.095
1225,0.030,0.080
1226,0.035,0.085
1227,0.040,0.095
1228,0.060,0.085
1229,0.075,0.075
1230,0.075,0.055
1231,0.060,0.040
1232,0.055,0.045
1233,0.075,0.050
1234,0.115,0.050
1235,0.125,0.030
1236,0.110,0.020
1237,0.105,0.000
1238,0.130,0.005
1239,0.145,0.020
1240,0.170,0.020
1241,0.185,0.000
1242,0.185,0.000
1243,0.190,-0.010
1244,0.185,-0.020
1245,0.215,-0.015
1246,0.230,-0.010
1247,0.245,-0.030
1248,0.250,-0.040
1249,0.235,-0.045
1250,0.240,-0.045
1251,0.265,-0.045
1252,0.280,-0.035
1253,0.305,-0.045
1254,0.285,-0.070
1255,0.300,-0.075
1256,0.310,-0.070
1257,0.315,-0.050
1258,0.340,-0.030
1259,0.355,-0.035
1260,0.345,-0.030
1261,0.330,-0.030
1262,0.315,-0.010
1263,0.325,0.010
1264,0.335,0.025
1265,0.315,0.020
1266,0.300,0.025
1267,0.280,0.025
1268,0.250,0.035
1269,0.260,0.055
1270,0.255,0.085
1271,0.240,0.075
1272,0.210,0.060
1273,0.180,0.050
1274,0.165,0.055
1275,0.145,0.080
1276,0.135,0.100
1277,0.135,0.105
1278,0.095,0.090
1279,0.070,0.085
1280,0.055,0.085
1281,0.040,0.105
1282,0.050,0.115
1283,0.045,0.085
1284,0.030,0.085
